link_kost,nama_kost,alamat_kost_1,alamat_kost_2,latitude,longitude,jenis_kost,luas_kamar,fasilitas_gedung,sekitar_gedung,harga_mulai,tipe_kamar,tipe_kamar (nama_kamar),tipe_kamar (luas_kamar),tipe_kamar (harga_kamar),tipe_kamar (spesifikasi_kamar),tipe_kamar (fasilitas_kamar)
https://infokost.id/listing/hayam-wuruk-2st/,Hayam wuruk 2ST,"Jl. Hayam Wuruk No.2ST, RT.7/RW.2, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120","KEBON KELAPA,           GAMBIR,           KOTA JAKARTA PUSAT,           DKI JAKARTA           10120",-6.16543922153925,106.82104289504856,Kost Campur,,[' Area parkir'],"['Monas', 'Coffe Shop', 'Warung Makan', 'Bank']",Rp 1.500.000/bulan,yes,[' Tipe A'],['Luas kamar: 9m'],"[' Rp 1.500.000', ' ']","[['1 Tempat tidur (120x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower']]","[['AC', 'Kursi', 'Lemari', 'Meja']]"
https://infokost.id/listing/kost-libra-setia-jatinegara-jakarta-timur/,Kost Libra Setia Jatinegara Jakarta Timur,"Jl. Setia no. 4, Kp. Melayu, Jatinegara, Jakarta Timur","BIDARA CINA,           JATINEGARA,           KOTA JAKARTA TIMUR,           DKI JAKARTA           13330",-6.227706618934002,106.86717692273982,Kost Campur,,"[' Area parkir', ' CCTV', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Rooftop', ' Ruang santai / ruang tamu', ' Wifi']","['Politeknik Statistika STIS', 'RS Premier Jatinegara', 'Terminal Kampung Melayu', 'Apotek']",Rp 2.200.000/bulan,yes,[' Standard'],"['Luas kamar: 6,60m']","[' Rp 2.200.000', ' ']","[['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']]","[['AC', 'Kursi', 'Meja', 'Sprei', 'TV']]"
https://infokost.id/listing/rukita-bonavista-17-lebak-bulus/,Rukita Bonavista 17 Lebak Bulus,Bonavista Residence Jl. Bonavista Utama Blok B4 No.17,"LEBAK BULUS,           CILANDAK,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12440",-6.3019283,106.7836782,Kost Campur,,"[' Area makan', ' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kolam renang', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Microwave', ' Ruang santai / ruang tamu', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",Rp 2.300.000/bulan,yes,"[' Pocket Single', ' Compact Single A', ' Compact Queen A', ' Compact Queen B', ' Regular Single A', ' Regular Queen A', ' Regular Queen B', ' Regular Queen C', ' Regular Queen D', ' Superior Queen A', ' Superior Queen B', ' Superior Queen C', ' Master Queen A', ' Master Queen B', ' Executive Queen']","['Luas kamar: 6.50m', 'Luas kamar: 9.40m', 'Luas kamar: 9.60m', 'Luas kamar: 10.00m', 'Luas kamar: 12.20m', 'Luas kamar: 11.00m', 'Luas kamar: 12.50m', 'Luas kamar: 11.50m', 'Luas kamar: 12.50m', 'Luas kamar: 14.20m', 'Luas kamar: 14.00m', 'Luas kamar: 14.00m', 'Luas kamar: 15.80m', 'Luas kamar: 18.60m', 'Luas kamar: 21.20m']","[' Rp 2.400.000', ' ', ' Rp 2.600.000', ' ', ' Rp 3.250.000', ' ', ' Rp 3.350.000', ' ', ' Rp 3.300.000', ' ', ' Rp 3.300.000', ' ', ' Rp 3.300.000', ' ', ' Rp 3.400.000', ' ', ' Rp 3.400.000', ' ', ' Rp 2.300.000', ' ', ' Rp 3.500.000', ' ', ' Rp 3.600.000', ' ', ' Rp 3.400.000', ' ', ' Rp 3.700.000', ' ', ' Rp 4.300.000', ' ']","[['1 Tempat tidur (120x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (120x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi luar, Shower, Bathtub, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (120x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi luar, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi luar, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi luar, Shower, Bathtub, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi luar, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi luar, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Bathtub, Wastafel, Pemanas air']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'TV', 'TV Kabel'], ['AC', 'Kursi', 'Meja', 'TV', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV', 'TV Kabel'], ['AC', 'Lemari', 'Meja', 'TV', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV', 'TV Kabel'], ['AC', 'Lemari', 'TV', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV', 'TV Kabel'], ['AC', 'Lemari', 'TV', 'TV Kabel'], ['AC', 'Lemari', 'Meja', 'TV', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV', 'TV Kabel']]"
https://infokost.id/listing/kost-masayu/,Kost Masayu,"Jl. Pinang Raya No.20, RT.5/RW.8, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220","RAWAMANGUN,           PULO GADUNG,           KOTA JAKARTA TIMUR,           DKI JAKARTA           13220",-6.1979365442993934,106.88820178751413,Kost Campur,,"[' Area parkir', ' Dapur']","['Universitas Negeri Jakarta', 'Jakarta Golf Club', 'Rumah Sakit Umum Pusat (RSUP) Persahabatan', 'Arion Mall', 'Gelanggang Olahraga Velodrome Rawamangun']",Rp 1.800.000/bulan,yes,[' Tipe Kamar Mandi Dalama'],['Luas kamar: 9m'],"[' Rp 1.800.000', ' ']","[['1 Tempat tidur (120x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower']]","[['AC', 'Lemari']]"
https://infokost.id/listing/chic-quarter-residence/,Chic Quarter Residence,"Jl. Ampera Raya No.19, RT.2/RW.9, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550","RAGUNAN,           PASAR MINGGU,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12550",-6.285393929472023,106.81919645693061,Kost Campur,,"[' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Kolam renang', ' Ruang santai / ruang tamu', ' Wifi']","['Pejaten Village Mal', 'RSUD Pasar Minggu', 'Lapangan Sepakbola AKRI', 'Coffe Shop', 'Warung Makan']",Rp 4.750.000/bulan,yes,"[' Superior', ' Deluxe', ' Jinior Suite']","['Luas kamar: 21m', 'Luas kamar: 33m', 'Luas kamar: 38m']","[' Rp 4.750.000', ' ', ' Rp 5.500.000', ' ', ' Rp 7.500.000', ' ']","[['1 Tempat tidur (160x200) 2 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 2 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 2 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei', 'TV Kabel'], ['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei', 'TV Kabel']]"
https://infokost.id/listing/rukita-u-town-bintaro/,Rukita U-Town Bintaro,"Ruko U Town Home no B08-B10 Kawasan Universitas Pembangunan Jaya, Pondok Aren, Sawah Lama, Ciputat, Tangerang Selatan, Banten","BINTARO,           PESANGGRAHAN,           KOTA JAKARTA SELATAN,           DKI JAKARTA           15413",-6.2922267,106.7242515,Kost Campur,,"[' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kompor', ' Laundry', ' Meja kompor', ' Ruang santai / ruang tamu', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",Rp 2.250.000/bulan,yes,"[' Pocket Single A', ' Pocket Single B']","['Luas kamar: 6,9m', 'Luas kamar: 6,9m']","[' Rp 2.400.000', ' ', ' Rp 2.250.000', ' ']","[['1 Tempat tidur (90x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel'], ['1 Tempat tidur (90x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Wastafel']]","[['AC', 'Kursi', 'Lemari', 'Meja'], ['AC', 'Kursi', 'Lemari', 'Meja']]"
https://infokost.id/listing/kost-cisitu-indah-dago-coblong-bandung/,Kost Cisitu Indah Dago Coblong Bandung,"Jl. Cisitu Indah 4 No.6, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135, Indonesia","DAGO,           COBLONG,           KOTA BANDUNG,           JAWA BARAT",-6.8758567,107.6125731,Kost Putra,Luas Kamar: 10 -- 12 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 1.100.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-tc7/,Kost TC7,"Jl. Tulodong Bawah C No.7, RT.3/RW.1, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190","SENAYAN,           KEBAYORAN BARU,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12190",-6.229936413373189,106.81185157941526,Kost Campur,,"[' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Dispenser', ' Kolam renang', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Mesin cuci', ' Microwave', ' Rooftop', ' Ruang santai / ruang tamu', ' Tempat jemur pakaian', ' Wifi']","['SCBD', 'Apotik Senopati', 'GBK', 'Museum Satriamandala', 'Ashta District 8', 'Polda Metro Jaya']",Rp 4.000.000/bulan,yes,[' Single'],['Luas kamar: 12m'],"[' Rp 4.000.000', ' ']","[['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']]","[['AC', 'Kulkas', 'Lemari', 'Meja', 'TV']]"
https://infokost.id/listing/omah-andini/,Omah Andini,"Gang Sawo II no. 9 Ampera Raya RT.3/RW.10, Ragunan, Pasar Minggu, South Jakarta City, Jakarta 12540","RAGUNAN,           PASAR MINGGU,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12540",-6.279950520456067,106.82086777062248,Kost Campur,,"[' Area makan', ' Area parkir', ' CCTV', ' Dapur', ' Dispenser', ' Kolam renang', ' Kompor', ' Kulkas', ' Laundry', ' Ruang santai / ruang tamu', ' Wifi']","['Pejaten Village Mal', 'Pengadilan Negeri Jakarta Selatan Kelas IA Khusus', 'Arsip Nasional Republik Indonesia']",Rp 4.000.000/bulan,yes,[' Studio King Bed With Window'],"['Luas kamar: 25,92m']","[' Rp 4.000.000', ' ']","[['1 Tempat tidur (160x200) 2 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Bathtub, Wastafel, Pemanas air']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'TV Kabel']]"
https://infokost.id/listing/kost-guest-house-tilutilu-tipe-a-lengkong-bandung/,Kost Guest House Tilutilu Tipe A Lengkong Bandung,Jl. Cijagra No. 33N Rt. 05/Rw. 03 Lengkong Buah Batu,"CIPAGANTI,           COBLONG,           KOTA BANDUNG,           JAWA BARAT",-6.945597693,107.6269193,Kost Putra,Luas Kamar: 10 -- 12 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 2.000.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-vrindavan-residence-denpasar-barat-bali/,Kost Vrindavan Residence Denpasar Barat Bali,"Jl. Pulau Indah No.05, Dauh Puri Kauh, Kec. Denpasar Bar., Kota Denpasar, Bali 80237, Indonesia","DAUH PURI KAUH,           DENPASAR BARAT,           KOTA DENPASAR,           BALI",-8.680721,115.19885,Kost Campur,Luas Kamar: 15--20 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 2.500.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/rumah-kost-kramat-sentiong/,Rumah Kost Kramat Sentiong,"Jl. Kramat Sentiong No.12A, RT.3/RW.7, Kramat, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10450","KRAMAT,           SENEN,           KOTA JAKARTA PUSAT,           DKI JAKARTA           10450",-6.187624853415571,106.8482807237092,Kost Campur,,"[' Area parkir', ' CCTV', ' Dapur', ' Dispenser', ' Kulkas', ' Laundry', ' Lift', ' Ruang santai / ruang tamu', ' Wifi']","['Stasiun Sentiong', 'Plaza Kenari Mas', 'UI Salemba', 'RS St Carolus', 'Taman Ismail Marzuki']",Rp 2.350.000/bulan,yes,[' Balkon single Bed outside view'],['Luas kamar: 9m'],"[' Rp 2.350.000', ' ']","[['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', '\n          Terdapat Balkon          ', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei']]"
https://infokost.id/listing/kos-pak-dodo/,Kos Pak Dodo,"Jl. Wahab Rt. 006/009 no. 29, RT.5/RW.9, Utan Kayu Utara, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13120","UTAN KAYU UTARA,           MATRAMAN,           KOTA JAKARTA TIMUR,           DKI JAKARTA           13120",-6.194818434972431,106.87290865315155,Kost Putra,,"[' Area parkir', ' CCTV', ' Kompor', ' Kulkas', ' Microwave', ' Wifi']","['Universitas Negeri Jakarta', 'Jakarta Golf Club', 'Badan Pengawasan Keuangan dan Pembangunan', 'Gelanggang Remaja Kecamatan Matraman']",Rp 550.000/bulan,yes,[' Standard'],['Luas kamar: 16m'],"[' Rp 550.000', ' ']","[['1 Tempat tidur (90x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi luar']]","[['Lemari', 'Meja']]"
https://infokost.id/listing/rumah-kos-mu45/,Rumah Kos MU45,"Jl. Muria No.45, RT.1/RW.6, Ps. Manggis, Guntur, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12970","PASAR MANGGIS,           SETIA BUDI,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12970",-6.210539047021818,106.83855808655836,Kost Campur,,"[' Area parkir', ' Dapur', ' Dispenser', ' Ruang santai / ruang tamu']","['Taman Tangkuban Perahu', 'Pasar Rumput Wet Market', 'Epicentrum XXI', 'Rumah Sakit Agung']",Rp 3.000.000/bulan,yes,[' Tipe A'],['Luas kamar: 12m'],"[' Rp 3.000.000', ' ']","[['1 Tempat tidur (160x200) 2 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Pemanas air']]","[['AC', 'Lemari', 'Meja']]"
https://infokost.id/listing/sakura-residence/,Sakura Residence,"Jl. Prof. Dr. Latumenten III No. 38, Jelambar Baru, Jakarta 11460","JELAMBAR BARU,           GROGOL PETAMBURAN,           KOTA JAKARTA BARAT,           DKI JAKARTA           11460",-6.160182300379147,106.7895887071603,Kost Campur,,"[' Area parkir', ' Dapur', ' Dispenser', ' Kulkas']","['Stasiun Grogol', 'SPBU', 'Universitas Trisakti', 'Universitas Tarumanegara', 'Ciputra Mall']",Rp 1.300.000/bulan,yes,[' Tipe A'],['Luas kamar: 7m'],"[' Rp 1.300.000', ' ']","[['1 Tempat tidur (90x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower']]","[['AC', 'Lemari', 'Meja']]"
https://infokost.id/listing/kost-laras-hati-malioboro-danurejan-yogyakarta/,Kost Laras Hati Malioboro Danurejan Yogyakarta,Sosrokusuman DN I 182,"SURYATMAJAN,           DANUREJAN,           KOTA YOGYAKARTA,           DI YOGYAKARTA",-7.7938974158821,110.3673736006,Kost Campur,Luas Kamar: 13 -- 15 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 4.500.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/ruoptions-sukagalih-74-pasteur-bandung/,Sukagalih 74 Pasteur Bandung,"Jl. Sukagalih No.74/H-7, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat","CIPEDES,           SUKAJADI,           KOTA BANDUNG,           JAWA BARAT           40162",-6.892162285334078, 107.59175628005423,Kost Campur,,"[' Area makan', ' Area parkir', ' CCTV', ' Dapur', ' Kompor', ' Kulkas', ' Rooftop', ' Ruang santai / ruang tamu', ' Wifi']",[],Rp 2.300.000/bulan,yes,"[' Compact Single', ' Regular Single', ' Regular Single with Window', ' Studio Single']","['Luas kamar: 7,60m', 'Luas kamar: 11,40m', 'Luas kamar: 10,30m', 'Luas kamar: 32,40m']","[' Rp 2.300.000', ' ', ' Rp 2.450.000', ' ', ' Rp 2.550.000', ' ', ' Rp 3.950.000', ' ']","[['1 Tempat tidur (120x200) 1 orang', 'Termasuk listrik', 'Kamar mandi dalam, Shower, Pemanas air'], ['1 Tempat tidur (120x200) 1 orang', 'Termasuk listrik', 'Kamar mandi dalam, Shower, Pemanas air'], ['1 Tempat tidur (120x200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Pemanas air'], ['1 Tempat tidur (120x200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Pemanas air']]","[['AC', 'Lemari', 'Meja', 'Sprei', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei', 'TV'], ['Kursi', 'Lemari', 'Meja', 'Sprei', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei', 'TV']]"
https://infokost.id/listing/kost-pondok-delima-tipe-a-cibeunying-kaler-bandung/,Kost Pondok Delima Tipe A Cibeunying Kaler Bandung,"Jl. Gagak, Gang Tilil I no. 301/144 C","KEBON LEGA,           BOJONGLOA KIDUL,           KOTA BANDUNG,           JAWA BARAT",-6.8978642,107.6223606,Kost Putra,Luas Kamar: 15--20 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 650.000 - 800.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-putri-amanah-ii-type-4-danurejan-yogyakarta/,Kost Putri Amanah II Type 4 Danurejan Yogyakarta,jl tegal lempuyangan dn 3 no 244 Yogyakarta,"BAUSASRAN,           DANUREJAN,           KOTA YOGYAKARTA,           DI YOGYAKARTA",-7.792397,110.376919,Kost Putri,Luas Kamar: 13 -- 20 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 1.600.000 - 2.300.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-nur-ukhuwah-depok-sleman/,Kost Nur Ukhuwah Depok Sleman,"Jl Anggrek, Depok,Samirono Caturtunggal VI/60 Yogyakarta","CATUR TUNGGAL,           DEPOK,           KABUPATEN SLEMAN,           DI YOGYAKARTA",-7.777902,110.381477,Kost Putri,Luas Kamar: 8 -- 10 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 350.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-the-paris/,Kost The Paris,"Jl. Hayam Wuruk No.32D, RT.16/RW.1, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120","KEBON KELAPA,           GAMBIR,           KOTA JAKARTA PUSAT,           DKI JAKARTA           10120",-6.160994125737261,106.82015818740348,Kost Campur,,"[' Area makan', ' Area parkir', ' CCTV', ' Dapur', ' Kompor', ' Kulkas', ' Wifi']","['Stasiun Sawah Besar', 'Gajah Mada Plaza', 'Warung Makan', 'Coffe Shop', 'Monas']",Rp 1.800.000/bulan,yes,"[' Small Single', ' Medium single']","['Luas kamar: 7m', 'Luas kamar: 9m']","[' Rp 1.800.000', ' ', ' Rp 2.000.000', ' ']","[['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower'], ['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', 'Kamar mandi dalam, Shower, Pemanas air']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV']]"
https://infokost.id/listing/rukita-bangka-kemang/,Rukita Bangka Kemang,"Jalan Bangka XI No 64. Kel Bangka, Kemang, Jakarta Selatan","BANGKA,           MAMPANG PRAPATAN,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12720",-6.2546458,106.81658,Kost Campur,,"[' Area makan', ' Area parkir', ' Cleaning service', ' Dapur', ' Dispenser', ' Kompor', ' Kulkas', ' Laundry', ' Meja kompor', ' Mesin cuci', ' Ruang santai / ruang tamu', ' Tempat jemur pakaian', ' Wifi']","['\xa0\xa0Supermarket', '\xa0\xa0Sekolah', '\xa0\xa0Rumah Sakit', '\xa0\xa0Rumah Makan', '\xa0\xa0Mall', '\xa0\xa0Kampus', '\xa0\xa0Halte Bus']",Rp 3.300.000/bulan,yes,"[' Superior Queen A', ' Superior Queen B']","['Luas kamar: 14,52m', 'Luas kamar: 14,52m']","[' Rp 3.300.000', ' ', ' Rp 3.500.000', ' ']","[['1 Tempat tidur (160x200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (160x200) 1 orang', 'Termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'TV'], ['AC', 'Kursi', 'Lemari', 'Meja', 'TV']]"
https://infokost.id/listing/kost-pulau-seribu-15-denpasar-barat/,Kost Pulau Seribu 15 Denpasar Barat,jalan pulau seribu 15 denpasar,"DAUH PURI KLOD,           DENPASAR BARAT,           KOTA DENPASAR,           BALI",-8.673749026,115.2122069,Kost Campur,Luas Kamar: 8--10 m,[],"['\xa0\xa0Supermarket', ' \xa0\xa0Sekolah', ' \xa0\xa0Rumah Sakit', ' \xa0\xa0Rumah Makan', ' \xa0\xa0Mall', ' \xa0\xa0Kampus', ' \xa0\xa0Halte Bus']",Rp 1.000.000/bulan,no,[],[],[],[],[]
https://infokost.id/listing/kost-jepioo-house/,Kost Jepioo House,"Jl. D No.54, RT.4/RW.2, Cikoko, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770","CIKOKO,           PANCORAN,           KOTA JAKARTA SELATAN,           DKI JAKARTA           12770",-6.2436291,106.8469493,Kost Campur,,"[' Area parkir', ' CCTV', ' Cleaning service', ' Dapur', ' Laundry', ' Rooftop', ' Ruang santai / ruang tamu']","['Stasiun Cawang', 'Coffe Shop', 'Warung Makan', 'Monumen Patung Dirgantara']",Rp 1.700.000/bulan,yes,"[' Standard', ' Compact']","['Luas kamar: 12m', 'Luas kamar: 9m']","[' Rp 1.900.000', ' ', ' Rp 1.700.000', ' ']","[['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower, Wastafel, Pemanas air'], ['1 Tempat tidur (100x200) 1 orang', 'Tidak termasuk listrik', '\n          Jendela kearah luar          ', 'Kamar mandi dalam, Shower']]","[['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei'], ['AC', 'Kursi', 'Lemari', 'Meja', 'Sprei']]"
